"dog_id" "context_id" "survey_number" "days_after_adoption" "behaviour_code_name" "behaviour_code_number" "behaviour_code_colour"
74 2 "First" 19 "Reactive to People Non Aggressive" 9 2
74 2 "Second" 52 "Reactive to People Non Aggressive" 9 2
75 2 "First" 15 "Friendly" 1 1
75 2 "Second" 49 "Friendly" 1 1
76 2 "First" 19 "Friendly" 1 1
76 2 "Second" 37 "Friendly" 1 1
77 2 "First" 18 "Friendly" 1 1
77 2 "Second" 52 "Excitable" 2 1
78 2 "First" 14 "Friendly" 1 1
78 2 "Second" 35 "Independent" 3 1
79 2 "First" 12 "Excitable" 2 1
79 2 "Second" 48 "Friendly" 1 1
80 2 "First" 16 "Friendly" 1 1
80 2 "Second" 37 "Excitable" 2 1
81 2 "First" 17 "Independent" 3 1
81 2 "Second" 17 NA NA NA
82 2 "First" 16 "Friendly" 1 1
82 2 "Second" 36 "Excitable" 2 1
83 2 "First" 16 "Friendly" 1 1
83 2 "Second" 36 "Friendly" 1 1
84 2 "First" 15 "Friendly" 1 1
84 2 "Second" 38 "Friendly" 1 1
85 2 "First" 31 "Friendly" 1 1
85 2 "Second" 47 "Friendly" 1 1
86 2 "First" 16 "Friendly" 1 1
86 2 "Second" 37 "Excitable" 2 1
87 2 "First" 16 "Excitable" 2 1
87 2 "Second" 16 NA NA NA
88 2 "First" 19 "Friendly" 1 1
88 2 "Second" 38 "Friendly" 1 1
89 2 "First" 15 "Friendly" 1 1
89 2 "Second" 36 "Friendly" 1 1
90 2 "First" 25 "Reactive to People Non Aggressive" 9 2
90 2 "Second" 25 NA NA NA
91 2 "First" 16 "Friendly" 1 1
91 2 "Second" 37 "Excitable" 2 1
92 2 "First" 23 "Excitable" 2 1
92 2 "Second" 35 "Independent" 3 1
93 2 "First" 17 "Uncomfortable Avoids" 5 2
93 2 "Second" 36 "Reactive to People Non Aggressive" 9 2
94 2 "First" 25 "Reactive to People Non Aggressive" 9 2
94 2 "Second" 41 "Friendly" 1 1
95 2 "First" 17 "Independent" 3 1
95 2 "Second" 38 "Independent" 3 1
96 2 "First" 16 "Independent" 3 1
96 2 "Second" 37 "Independent" 3 1
97 2 "First" 19 "Friendly" 1 1
97 2 "Second" 35 "Uncomfortable Avoids" 5 2
98 2 "First" 17 "Friendly" 1 1
98 2 "Second" 37 "Friendly" 1 1
99 2 "First" 21 "Friendly" 1 1
99 2 "Second" 41 "Independent" 3 1
100 2 "First" 19 "Friendly" 1 1
100 2 "Second" 39 "Friendly" 1 1
101 2 "First" 17 "Independent" 3 1
101 2 "Second" 17 NA NA NA
102 2 "First" 22 "Reactive to People Non Aggressive" 9 2
102 2 "Second" 22 NA NA NA
103 2 "First" 16 "Uncomfortable Avoids" 5 2
103 2 "Second" 43 "Independent" 3 1
104 2 "First" 17 "Friendly" 1 1
104 2 "Second" 17 NA NA NA
105 2 "First" 16 "Uncomfortable Avoids" 5 2
105 2 "Second" 43 "Uncomfortable Avoids" 5 2
106 2 "First" 23 "Uncomfortable Avoids" 5 2
106 2 "Second" 23 NA NA NA
107 2 "First" 19 "Excitable" 2 1
107 2 "Second" 40 "Excitable" 2 1
108 2 "First" 18 "Excitable" 2 1
108 2 "Second" 18 NA NA NA
109 2 "First" 19 "Friendly" 1 1
109 2 "Second" 19 NA NA NA
110 2 "First" 14 "Friendly" 1 1
110 2 "Second" 35 "Reactive to People Aggressive" 13 3
111 2 "First" 17 "Excitable" 2 1
111 2 "Second" 17 NA NA NA
112 2 "First" 17 "Independent" 3 1
112 2 "Second" 38 "Friendly" 1 1
113 2 "First" 19 "Independent" 3 1
113 2 "Second" 19 NA NA NA
114 2 "First" 17 "Friendly" 1 1
114 2 "Second" 17 NA NA NA
115 2 "First" 26 "Friendly" 1 1
115 2 "Second" 41 "Independent" 3 1
116 2 "First" 29 "Excitable" 2 1
116 2 "Second" 47 "Friendly" 1 1
117 2 "First" 18 "Uncomfortable Avoids" 5 2
117 2 "Second" 40 "Reactive to People Aggressive" 13 3
118 2 "First" 36 "Excitable" 2 1
118 2 "Second" 36 NA NA NA
119 2 "First" 18 "Friendly" 1 1
119 2 "Second" 36 "Excitable" 2 1
120 2 "First" 17 "Excitable" 2 1
120 2 "Second" 17 NA NA NA
121 2 "First" 23 "Reactive to People Aggressive" 13 3
121 2 "Second" 38 "Uncomfortable Avoids" 5 2
122 2 "First" 21 "Independent" 3 1
122 2 "Second" 21 NA NA NA
123 2 "First" 19 "Friendly" 1 1
123 2 "Second" 40 "Independent" 3 1
124 2 "First" 38 "Friendly" 1 1
124 2 "Second" 38 NA NA NA
125 2 "First" 20 "Friendly" 1 1
125 2 "Second" 42 "Friendly" 1 1
126 2 "First" 21 "Friendly" 1 1
126 2 "Second" 41 "Excitable" 2 1
127 2 "First" 15 "Friendly" 1 1
127 2 "Second" 36 "Friendly" 1 1
128 2 "First" 17 "Friendly" 1 1
128 2 "Second" 42 "Friendly" 1 1
129 2 "First" 15 "Independent" 3 1
129 2 "Second" 15 NA NA NA
130 2 "First" 18 "Excitable" 2 1
130 2 "Second" 38 "Independent" 3 1
131 2 "First" 38 "Excitable" 2 1
131 2 "Second" 38 NA NA NA
132 2 "First" 22 "Friendly" 1 1
132 2 "Second" 22 NA NA NA
133 2 "First" 19 "Friendly" 1 1
133 2 "Second" 40 "Excitable" 2 1
134 2 "First" 17 "Friendly" 1 1
134 2 "Second" 38 "Friendly" 1 1
135 2 "First" 15 "Excitable" 2 1
135 2 "Second" 38 "Friendly" 1 1
136 2 "First" 23 "Friendly" 1 1
136 2 "Second" 37 "Friendly" 1 1
137 2 "First" 16 "Excitable" 2 1
137 2 "Second" 37 "Friendly" 1 1
138 2 "First" 16 "Friendly" 1 1
138 2 "Second" 38 "Friendly" 1 1
139 2 "First" 7 "Excitable" 2 1
139 2 "Second" 41 "Excitable" 2 1
140 2 "First" 20 "Reactive to People Aggressive" 13 3
140 2 "Second" 20 NA NA NA
141 2 "First" 27 "Reactive to People Non Aggressive" 9 2
141 2 "Second" 27 NA NA NA
142 2 "First" 17 "Independent" 3 1
142 2 "Second" 17 NA NA NA
143 2 "First" 25 "Friendly" 1 1
143 2 "Second" 37 "Friendly" 1 1
144 2 "First" 15 "Friendly" 1 1
144 2 "Second" 36 "Excitable" 2 1
145 2 "First" 18 "Excitable" 2 1
145 2 "Second" 38 "Excitable" 2 1
146 2 "First" 21 "Excitable" 2 1
146 2 "Second" 42 "Friendly" 1 1
147 2 "First" 19 "Uncomfortable Avoids" 5 2
147 2 "Second" 39 "Uncomfortable Avoids" 5 2
148 2 "First" 20 "Independent" 3 1
148 2 "Second" 41 "Independent" 3 1
149 2 "First" 26 "Friendly" 1 1
149 2 "Second" 40 "Friendly" 1 1
150 2 "First" 22 "Independent" 3 1
150 2 "Second" 36 "Friendly" 1 1
151 2 "First" 23 "Friendly" 1 1
151 2 "Second" 42 "Friendly" 1 1
152 2 "First" 23 "Friendly" 1 1
152 2 "Second" 37 "Friendly" 1 1
153 2 "First" 26 "Excitable" 2 1
153 2 "Second" 26 NA NA NA
154 2 "First" 21 "Reactive to People Non Aggressive" 9 2
154 2 "Second" 21 NA NA NA
155 2 "First" 21 "Friendly" 1 1
155 2 "Second" 43 "Friendly" 1 1
156 2 "First" 22 "Friendly" 1 1
156 2 "Second" 43 "Friendly" 1 1
157 2 "First" 22 "Friendly" 1 1
157 2 "Second" 37 "Friendly" 1 1
158 2 "First" 19 "Excitable" 2 1
158 2 "Second" 37 "Excitable" 2 1
159 2 "First" 27 "Friendly" 1 1
159 2 "Second" 41 "Submissive +" 6 2
160 2 "First" 23 "Friendly" 1 1
160 2 "Second" 37 "Excitable" 2 1
161 2 "First" 24 "Friendly" 1 1
161 2 "Second" 24 NA NA NA
162 2 "First" 21 "Friendly" 1 1
162 2 "Second" 36 "Friendly" 1 1
163 2 "First" 23 "Friendly" 1 1
163 2 "Second" 38 "Friendly" 1 1
164 2 "First" 15 "Friendly" 1 1
164 2 "Second" 35 "Friendly" 1 1
165 2 "First" 23 "Friendly" 1 1
165 2 "Second" 39 "Friendly" 1 1
166 2 "First" 24 "Friendly" 1 1
166 2 "Second" 42 "Independent" 3 1
167 2 "First" 19 "Friendly" 1 1
167 2 "Second" 19 NA NA NA
168 2 "First" 22 "Friendly" 1 1
168 2 "Second" 22 NA NA NA
169 2 "First" 22 "Independent" 3 1
169 2 "Second" 39 "Independent" 3 1
170 2 "First" 20 "Excitable" 2 1
170 2 "Second" 35 "Friendly" 1 1
171 2 "First" 20 "Excitable" 2 1
171 2 "Second" 20 NA NA NA
172 2 "First" 20 "Friendly" 1 1
172 2 "Second" 20 NA NA NA
173 2 "First" 24 "Excitable" 2 1
173 2 "Second" 24 NA NA NA
174 2 "First" 21 "Excitable" 2 1
174 2 "Second" 43 "Independent" 3 1
175 2 "First" 21 "Excitable" 2 1
175 2 "Second" 43 "Independent" 3 1
176 2 "First" 16 "Friendly" 1 1
176 2 "Second" 16 NA NA NA
177 2 "First" 20 "Excitable" 2 1
177 2 "Second" 41 "Excitable" 2 1
178 2 "First" 21 "Friendly" 1 1
178 2 "Second" 21 NA NA NA
179 2 "First" 24 "Friendly" 1 1
179 2 "Second" 24 NA NA NA
180 2 "First" 25 "Uncomfortable Avoids" 5 2
180 2 "Second" 25 NA NA NA
181 2 "First" 27 "Independent" 3 1
181 2 "Second" 27 NA NA NA
182 2 "First" 20 "Friendly" 1 1
182 2 "Second" 42 "Submissive" 4 1
183 2 "First" 16 "Uncomfortable Avoids" 5 2
183 2 "Second" 37 "Friendly" 1 1
184 2 "First" 26 "Excitable" 2 1
184 2 "Second" 40 "Excitable" 2 1
185 2 "First" 22 "Excitable" 2 1
185 2 "Second" 37 "Friendly" 1 1
186 2 "First" 20 "Friendly" 1 1
186 2 "Second" 20 NA NA NA
187 2 "First" 23 "Excitable" 2 1
187 2 "Second" 23 NA NA NA
188 2 "First" 25 "Excitable" 2 1
188 2 "Second" 40 "Excitable" 2 1
189 2 "First" 20 "Uncomfortable Avoids" 5 2
189 2 "Second" 20 NA NA NA
190 2 "First" 22 "Friendly" 1 1
190 2 "Second" 39 "Friendly" 1 1
191 2 "First" 15 "Friendly" 1 1
191 2 "Second" 36 "Reactive to People Non Aggressive" 9 2
192 2 "First" 27 "Excitable" 2 1
192 2 "Second" 40 "Excitable" 2 1
193 2 "First" 21 "Excitable" 2 1
193 2 "Second" 21 NA NA NA
194 2 "First" 22 "Excitable" 2 1
194 2 "Second" 22 NA NA NA
195 2 "First" 23 "Excitable" 2 1
195 2 "Second" 23 NA NA NA
196 2 "First" 19 "Friendly" 1 1
196 2 "Second" 19 NA NA NA
197 2 "First" 20 "Excitable" 2 1
197 2 "Second" 20 NA NA NA
198 2 "First" 20 "Excitable" 2 1
198 2 "Second" 20 NA NA NA
199 2 "First" 19 "Friendly" 1 1
199 2 "Second" 19 NA NA NA
200 2 "First" 18 "Friendly" 1 1
200 2 "Second" 36 "Friendly" 1 1
201 2 "First" 18 "Excitable" 2 1
201 2 "Second" 39 "Excitable" 2 1
202 2 "First" 19 "Friendly" 1 1
202 2 "Second" 41 "Friendly" 1 1
203 2 "First" 16 "Reactive to People Aggressive" 13 3
203 2 "Second" 40 "Reactive to People Aggressive" 13 3
204 2 "First" 19 "Friendly" 1 1
204 2 "Second" 39 "Friendly" 1 1
205 2 "First" 15 "Friendly" 1 1
205 2 "Second" 36 "Excitable" 2 1
206 2 "First" 22 "Friendly" 1 1
206 2 "Second" 22 NA NA NA
207 2 "First" 19 "Friendly" 1 1
207 2 "Second" 39 "Excitable" 2 1
208 2 "First" 23 "Friendly" 1 1
208 2 "Second" 42 "Excitable" 2 1
209 2 "First" 19 "Submissive" 4 1
209 2 "Second" 44 "Friendly" 1 1
210 2 "First" 17 "Uncomfortable Avoids" 5 2
210 2 "Second" 17 NA NA NA
211 2 "First" 23 "Friendly" 1 1
211 2 "Second" 23 NA NA NA
212 2 "First" 21 "Friendly" 1 1
212 2 "Second" 37 "Independent" 3 1
213 2 "First" 18 "Excitable" 2 1
213 2 "Second" 38 "Excitable" 2 1
214 2 "First" 22 "Friendly" 1 1
214 2 "Second" 35 "Friendly" 1 1
215 2 "First" 17 "Friendly" 1 1
215 2 "Second" 17 NA NA NA
216 2 "First" 20 "Submissive" 4 1
216 2 "Second" 20 NA NA NA
217 2 "First" 18 "Friendly" 1 1
217 2 "Second" 18 NA NA NA
218 2 "First" 18 "Independent" 3 1
218 2 "Second" 36 "Independent" 3 1
219 2 "First" 16 "Submissive" 4 1
219 2 "Second" 16 NA NA NA
220 2 "First" 17 "Excitable" 2 1
220 2 "Second" 17 NA NA NA
221 2 "First" 15 "Friendly" 1 1
221 2 "Second" 43 "Independent" 3 1
222 2 "First" 21 "Uncomfortable Avoids" 5 2
222 2 "Second" 44 "Reactive to People Aggressive" 13 3
223 2 "First" 23 "Friendly" 1 1
223 2 "Second" 38 "Friendly" 1 1
224 2 "First" 19 "Friendly" 1 1
224 2 "Second" 36 "Submissive" 4 1
225 2 "First" 17 "Excitable" 2 1
225 2 "Second" 36 "Friendly" 1 1
226 2 "First" 15 "Excitable" 2 1
226 2 "Second" 43 "Excitable" 2 1
227 2 "First" 22 "Friendly" 1 1
227 2 "Second" 39 "Excitable" 2 1
228 2 "First" 19 "Friendly" 1 1
228 2 "Second" 40 "Friendly" 1 1
229 2 "First" 17 "Friendly" 1 1
229 2 "Second" 17 NA NA NA
230 2 "First" 21 "Uncomfortable Avoids" 5 2
230 2 "Second" 37 "Uncomfortable Avoids" 5 2
231 2 "First" 22 "Friendly" 1 1
231 2 "Second" 40 "Excitable" 2 1
232 2 "First" 22 "Friendly" 1 1
232 2 "Second" 40 "Excitable" 2 1
233 2 "First" 15 "Independent" 3 1
233 2 "Second" 15 NA NA NA
234 2 "First" 15 "Friendly" 1 1
234 2 "Second" 15 NA NA NA
235 2 "First" 19 "Friendly" 1 1
235 2 "Second" 19 NA NA NA
236 2 "First" 17 "Friendly" 1 1
236 2 "Second" 17 NA NA NA
237 2 "First" 22 "Excitable" 2 1
237 2 "Second" 36 "Independent" 3 1
238 2 "First" 22 "Excitable" 2 1
238 2 "Second" 37 "Friendly" 1 1
239 2 "First" 17 "Friendly" 1 1
239 2 "Second" 17 NA NA NA
240 2 "First" 16 "Independent" 3 1
240 2 "Second" 16 NA NA NA
241 2 "First" 15 "Friendly" 1 1
241 2 "Second" 15 NA NA NA
1 3 "First" 16 "Excitable" 2 1
1 3 "Second" 20 "Excitable" 2 1
2 3 "First" 18 "Friendly" 1 1
2 3 "Second" 40 "Friendly" 1 1
3 3 "First" 21 "Friendly" 1 1
3 3 "Second" 35 "Excitable" 2 1
4 3 "First" 26 "Excitable" 2 1
4 3 "Second" 47 "Excitable" 2 1
5 3 "First" 21 "Friendly" 1 1
5 3 "Second" 21 NA NA NA
6 3 "First" 19 "Excitable" 2 1
6 3 "Second" 40 "Excitable" 2 1
7 3 "First" 24 "Excitable" 2 1
7 3 "Second" 53 "Excitable" 2 1
8 3 "First" 19 "Excitable" 2 1
8 3 "Second" 19 NA NA NA
9 3 "First" 15 "Friendly" 1 1
9 3 "Second" 42 "Excitable" 2 1
10 3 "First" 15 "Friendly" 1 1
10 3 "Second" 35 "Excitable" 2 1
11 3 "First" 18 "Excitable" 2 1
11 3 "Second" 18 NA NA NA
12 3 "First" 18 "Excitable" 2 1
12 3 "Second" 18 NA NA NA
13 3 "First" 21 "Excitable" 2 1
13 3 "Second" 21 NA NA NA
14 3 "First" 14 "Excitable" 2 1
14 3 "Second" 56 "Excitable" 2 1
15 3 "First" 19 "Reactive to People Non Aggressive" 9 2
15 3 "Second" 44 "Friendly" 1 1
16 3 "First" 17 "Excitable" 2 1
16 3 "Second" 45 "Excitable" 2 1
17 3 "First" 21 "No opinion" NA NA
17 3 "Second" 37 "Friendly" 1 1
18 3 "First" 21 "Friendly" 1 1
18 3 "Second" 21 NA NA NA
19 3 "First" 21 "Friendly" 1 1
19 3 "Second" 42 "Friendly" 1 1
20 3 "First" 22 "Excitable" 2 1
20 3 "Second" 22 NA NA NA
21 3 "First" 21 "Friendly" 1 1
21 3 "Second" 49 "Friendly" 1 1
22 3 "First" 19 "Excitable" 2 1
22 3 "Second" 44 "Excitable" 2 1
23 3 "First" 19 "Friendly" 1 1
23 3 "Second" 42 "Independent" 3 1
24 3 "First" 19 "Excitable" 2 1
24 3 "Second" 19 NA NA NA
25 3 "First" 20 "Excitable" 2 1
25 3 "Second" 41 "Excitable" 2 1
26 3 "First" 14 "Friendly" 1 1
26 3 "Second" 14 NA NA NA
27 3 "First" 22 "Friendly" 1 1
27 3 "Second" 43 "Friendly" 1 1
28 3 "First" 16 "Excitable" 2 1
28 3 "Second" 43 "Excitable" 2 1
29 3 "First" 19 "Friendly" 1 1
29 3 "Second" 42 "Excitable" 2 1
30 3 "First" 27 "Friendly" 1 1
30 3 "Second" 27 NA NA NA
31 3 "First" 16 "Friendly" 1 1
31 3 "Second" 16 NA NA NA
32 3 "First" 23 "Excitable" 2 1
32 3 "Second" 23 NA NA NA
33 3 "First" 21 "Friendly" 1 1
33 3 "Second" 21 NA NA NA
34 3 "First" 24 "Excitable" 2 1
34 3 "Second" 41 "Friendly" 1 1
35 3 "First" 20 "Uncomfortable Avoids" 5 2
35 3 "Second" 37 "Friendly" 1 1
36 3 "First" 18 "Excitable" 2 1
36 3 "Second" 38 "Excitable" 2 1
37 3 "First" 19 "Friendly" 1 1
37 3 "Second" 19 NA NA NA
38 3 "First" 17 "Excitable" 2 1
38 3 "Second" 17 NA NA NA
39 3 "First" 24 "Excitable" 2 1
39 3 "Second" 24 NA NA NA
40 3 "First" 19 "Friendly" 1 1
40 3 "Second" 19 NA NA NA
41 3 "First" 14 "Excitable" 2 1
41 3 "Second" 14 NA NA NA
42 3 "First" 17 "Excitable" 2 1
42 3 "Second" 17 NA NA NA
43 3 "First" 15 "Friendly" 1 1
43 3 "Second" 52 "Friendly" 1 1
44 3 "First" 16 "Friendly" 1 1
44 3 "Second" 16 NA NA NA
45 3 "First" 17 "Friendly" 1 1
45 3 "Second" 17 NA NA NA
46 3 "First" 19 "Friendly" 1 1
46 3 "Second" 19 NA NA NA
47 3 "First" 18 "Excitable" 2 1
47 3 "Second" 18 NA NA NA
48 3 "First" 46 "Friendly" 1 1
48 3 "Second" 67 "Excitable" 2 1
49 3 "First" 15 "Friendly" 1 1
49 3 "Second" 15 NA NA NA
50 3 "First" 17 "Friendly" 1 1
50 3 "Second" 17 NA NA NA
51 3 "First" 21 "Excitable" 2 1
51 3 "Second" 36 "Friendly" 1 1
52 3 "First" 21 "Excitable" 2 1
52 3 "Second" 42 "Excitable" 2 1
53 3 "First" 15 "Excitable" 2 1
53 3 "Second" 51 "Excitable" 2 1
54 3 "First" 17 "Friendly" 1 1
54 3 "Second" 17 NA NA NA
55 3 "First" 22 "Friendly" 1 1
55 3 "Second" 37 "Excitable" 2 1
56 3 "First" 35 "Excitable" 2 1
56 3 "Second" 35 NA NA NA
57 3 "First" 15 "Excitable" 2 1
57 3 "Second" 44 "Excitable" 2 1
58 3 "First" 16 "No opinion" NA NA
58 3 "Second" 37 "Excitable" 2 1
59 3 "First" 18 "Friendly" 1 1
59 3 "Second" 18 NA NA NA
60 3 "First" 15 "Friendly" 1 1
60 3 "Second" 15 NA NA NA
61 3 "First" 20 "Friendly" 1 1
61 3 "Second" 41 "Friendly" 1 1
62 3 "First" 51 "Excitable" 2 1
62 3 "Second" 72 "Excitable" 2 1
63 3 "First" 19 "Friendly" 1 1
63 3 "Second" 40 "Friendly" 1 1
64 3 "First" 15 "Excitable" 2 1
64 3 "Second" 50 "Excitable" 2 1
65 3 "First" 29 "Excitable" 2 1
65 3 "Second" 29 NA NA NA
66 3 "First" 15 "Friendly" 1 1
66 3 "Second" 36 "Friendly" 1 1
67 3 "First" 17 "Friendly" 1 1
67 3 "Second" 39 "Friendly" 1 1
68 3 "First" 15 "Friendly" 1 1
68 3 "Second" 42 "Excitable" 2 1
69 3 "First" 16 "Independent" 3 1
69 3 "Second" 38 "Friendly" 1 1
70 3 "First" 16 "Excitable" 2 1
70 3 "Second" 52 "Excitable" 2 1
71 3 "First" 16 "Friendly" 1 1
71 3 "Second" 35 "Friendly" 1 1
72 3 "First" 22 "Friendly" 1 1
72 3 "Second" 43 "Friendly" 1 1
73 3 "First" 16 "No opinion" NA NA
73 3 "Second" 37 "Friendly" 1 1
74 3 "First" 19 "Friendly" 1 1
74 3 "Second" 52 "Reactive to People Non Aggressive" 9 2
75 3 "First" 15 "Friendly" 1 1
75 3 "Second" 49 "Friendly" 1 1
76 3 "First" 19 "Friendly" 1 1
76 3 "Second" 37 "Friendly" 1 1
77 3 "First" 18 "Friendly" 1 1
77 3 "Second" 52 "Friendly" 1 1
78 3 "First" 14 "Friendly" 1 1
78 3 "Second" 35 "Independent" 3 1
79 3 "First" 12 "Submissive" 4 1
79 3 "Second" 48 "Friendly" 1 1
80 3 "First" 16 "Excitable" 2 1
80 3 "Second" 37 "Excitable" 2 1
81 3 "First" 17 "Independent" 3 1
81 3 "Second" 17 NA NA NA
82 3 "First" 16 "Friendly" 1 1
82 3 "Second" 36 "Excitable" 2 1
83 3 "First" 16 "Friendly" 1 1
83 3 "Second" 36 "Friendly" 1 1
84 3 "First" 15 "Submissive" 4 1
84 3 "Second" 38 "Friendly" 1 1
85 3 "First" 31 "Friendly" 1 1
85 3 "Second" 47 "Friendly" 1 1
86 3 "First" 16 "Excitable" 2 1
86 3 "Second" 37 "Excitable" 2 1
87 3 "First" 16 "Excitable" 2 1
87 3 "Second" 16 NA NA NA
88 3 "First" 19 "Friendly" 1 1
88 3 "Second" 38 "Friendly" 1 1
89 3 "First" 15 "Friendly" 1 1
89 3 "Second" 36 "Friendly" 1 1
90 3 "First" 25 "Reactive to People Non Aggressive" 9 2
90 3 "Second" 25 NA NA NA
91 3 "First" 16 "Excitable" 2 1
91 3 "Second" 37 "Excitable" 2 1
92 3 "First" 23 "Excitable" 2 1
92 3 "Second" 35 "Excitable" 2 1
93 3 "First" 17 "Reactive to People Non Aggressive" 9 2
93 3 "Second" 36 "Uncomfortable Static" 7 2
94 3 "First" 25 "Overstimulated" 11 3
94 3 "Second" 41 "Friendly" 1 1
95 3 "First" 17 "Independent" 3 1
95 3 "Second" 38 "Friendly" 1 1
96 3 "First" 16 "Friendly" 1 1
96 3 "Second" 37 "Friendly" 1 1
97 3 "First" 19 "Friendly" 1 1
97 3 "Second" 35 "Friendly" 1 1
98 3 "First" 17 "Friendly" 1 1
98 3 "Second" 37 "Friendly" 1 1
99 3 "First" 21 "Excitable" 2 1
99 3 "Second" 41 "Friendly" 1 1
100 3 "First" 19 "Friendly" 1 1
100 3 "Second" 39 "Friendly" 1 1
101 3 "First" 17 "Excitable" 2 1
101 3 "Second" 17 NA NA NA
102 3 "First" 22 "Excitable" 2 1
102 3 "Second" 22 NA NA NA
103 3 "First" 16 "Uncomfortable Avoids" 5 2
103 3 "Second" 43 "Independent" 3 1
104 3 "First" 17 "Excitable" 2 1
104 3 "Second" 17 NA NA NA
105 3 "First" 16 "Friendly" 1 1
105 3 "Second" 43 "Excitable" 2 1
106 3 "First" 23 "Independent" 3 1
106 3 "Second" 23 NA NA NA
107 3 "First" 19 "Excitable" 2 1
107 3 "Second" 40 "Excitable" 2 1
108 3 "First" 18 "Friendly" 1 1
108 3 "Second" 18 NA NA NA
109 3 "First" 19 "Excitable" 2 1
109 3 "Second" 19 NA NA NA
110 3 "First" 14 "Friendly" 1 1
110 3 "Second" 35 "Excitable" 2 1
111 3 "First" 17 "Excitable" 2 1
111 3 "Second" 17 NA NA NA
112 3 "First" 17 "Friendly" 1 1
112 3 "Second" 38 "Excitable" 2 1
113 3 "First" 19 "Friendly" 1 1
113 3 "Second" 19 NA NA NA
114 3 "First" 17 "Excitable" 2 1
114 3 "Second" 17 NA NA NA
115 3 "First" 26 "No opinion" NA NA
115 3 "Second" 41 "Friendly" 1 1
116 3 "First" 29 "Excitable" 2 1
116 3 "Second" 47 "Friendly" 1 1
117 3 "First" 18 "Independent" 3 1
117 3 "Second" 40 "Friendly" 1 1
118 3 "First" 36 "Excitable" 2 1
118 3 "Second" 36 NA NA NA
119 3 "First" 18 "Friendly" 1 1
119 3 "Second" 36 "Excitable" 2 1
120 3 "First" 17 "Excitable" 2 1
120 3 "Second" 17 NA NA NA
121 3 "First" 23 "Friendly" 1 1
121 3 "Second" 38 "Friendly" 1 1
122 3 "First" 21 "Independent" 3 1
122 3 "Second" 21 NA NA NA
123 3 "First" 19 "Friendly" 1 1
123 3 "Second" 40 "Excitable" 2 1
124 3 "First" 38 "Friendly" 1 1
124 3 "Second" 38 NA NA NA
125 3 "First" 20 "Excitable" 2 1
125 3 "Second" 42 "Friendly" 1 1
126 3 "First" 21 "Excitable" 2 1
126 3 "Second" 41 "Excitable" 2 1
127 3 "First" 15 "Friendly" 1 1
127 3 "Second" 36 "Excitable" 2 1
128 3 "First" 17 "Excitable" 2 1
128 3 "Second" 42 "Excitable" 2 1
129 3 "First" 15 "Excitable" 2 1
129 3 "Second" 15 NA NA NA
130 3 "First" 18 "Excitable" 2 1
130 3 "Second" 38 "Excitable" 2 1
131 3 "First" 38 "Excitable" 2 1
131 3 "Second" 38 NA NA NA
132 3 "First" 22 "Friendly" 1 1
132 3 "Second" 22 NA NA NA
133 3 "First" 19 "Friendly" 1 1
133 3 "Second" 40 "Excitable" 2 1
134 3 "First" 17 "Friendly" 1 1
134 3 "Second" 38 "Excitable" 2 1
135 3 "First" 15 "Excitable" 2 1
135 3 "Second" 38 "Friendly" 1 1
136 3 "First" 23 "Friendly" 1 1
136 3 "Second" 37 "Excitable" 2 1
137 3 "First" 16 "Friendly" 1 1
137 3 "Second" 37 "Friendly" 1 1
138 3 "First" 16 "Friendly" 1 1
138 3 "Second" 38 "Friendly" 1 1
139 3 "First" 7 "Excitable" 2 1
139 3 "Second" 41 "Excitable" 2 1
140 3 "First" 20 "No opinion" NA NA
140 3 "Second" 20 NA NA NA
141 3 "First" 27 "Excitable" 2 1
141 3 "Second" 27 NA NA NA
142 3 "First" 17 "Excitable" 2 1
142 3 "Second" 17 NA NA NA
143 3 "First" 25 "Excitable" 2 1
143 3 "Second" 37 "Excitable" 2 1
144 3 "First" 15 "Excitable" 2 1
144 3 "Second" 36 "Excitable" 2 1
145 3 "First" 18 "Excitable" 2 1
145 3 "Second" 38 "Excitable" 2 1
146 3 "First" 21 "Excitable" 2 1
146 3 "Second" 42 "Excitable" 2 1
147 3 "First" 19 "Friendly" 1 1
147 3 "Second" 39 "Excitable" 2 1
148 3 "First" 20 "Independent" 3 1
148 3 "Second" 41 "Friendly" 1 1
149 3 "First" 26 "Excitable" 2 1
149 3 "Second" 40 "Excitable" 2 1
150 3 "First" 22 "Friendly" 1 1
150 3 "Second" 36 "Friendly" 1 1
151 3 "First" 23 "Excitable" 2 1
151 3 "Second" 42 "Excitable" 2 1
152 3 "First" 23 "Friendly" 1 1
152 3 "Second" 37 "Excitable" 2 1
153 3 "First" 26 "Excitable" 2 1
153 3 "Second" 26 NA NA NA
154 3 "First" 21 "Excitable" 2 1
154 3 "Second" 21 NA NA NA
155 3 "First" 21 "Friendly" 1 1
155 3 "Second" 43 "Friendly" 1 1
156 3 "First" 22 "Friendly" 1 1
156 3 "Second" 43 "Excitable" 2 1
157 3 "First" 22 "Excitable" 2 1
157 3 "Second" 37 "Excitable" 2 1
158 3 "First" 19 "Excitable" 2 1
158 3 "Second" 37 "Excitable" 2 1
159 3 "First" 27 "Friendly" 1 1
159 3 "Second" 41 "Uncomfortable Static +" 12 3
160 3 "First" 23 "Excitable" 2 1
160 3 "Second" 37 "Excitable" 2 1
161 3 "First" 24 "Excitable" 2 1
